"word1","word2","n"
"vickie627","proudlychaotic",1
"vickie627","rms2297",1
"vickiebluewave","realdonaldtrump",1
"vickielfisher","nbcnews",1
"vickienatale","hahneeoh",1
"vickisvonmerta","g_kocher56",1
"vicky4trump","mcguirescotty",1
"vickydege","billkristol",1
"vickyk42041442","msmariat",1
"vickypjward","neeratanden",1
"vics","died",1
"victim","1",1
"victim","caveman",1
"victim","hitler",1
"victim","katie",1
"victim","msnbc",1
"victim","olympics",1
"victim","palestinian",1
"victim","rashidatlaib",1
"victim","virginia",1
"victim.easily","offended",1
"victimhood","amp",1
"victimhood","mentality",1
"victimization","coincident",1
"victims","america",1
"victims","barack",1
"victims","died",1
"victims","families",1
"victims","haydens052303",1
"victims","killed",1
"victims","kokomothegreat",1
"victims","protagonists",1
"victims","skmorefield",1
"victims","start",1
"victims","worsttimeline",1
"victor","borge",1
"victor","manuel",1
"victoria","dooley",1
"victoriadeblase","billblitz",1
"victorialalbers","bugzy369",1
"victorialalbers","vjshordee444",1
"victory","2016",1
"victory","anti",1
"victory","canukbloom",1
"victory","donald",1
"victory","fund",1
"victory","gonzalita",1
"victory","history's",1
"victory","i’ll",1
"victory","imagine",1
"victory","joint",1
"victory","lap",1
"victory","map",1
"victory","military",1
"victory","people",1
"victory","raytheeog",1
"victory","readyouforfree",1
"victory","requires",1
"victory","sadieinprogress",1
"victory","saudi",1
"victory","trump",1
"victory","walshfreedom",1
"victoryceo","bear_galactic",1
"vid","trump",1
"video","83",1
"video","ambeanie_moss",1
"video","america",1
"video","assuming",1
"video","bbwave2020",1
"video","bernie",1
"video","billoreilly",1
"video","black",1
"video","briebriejoy",1
"video","budkennedy",1
"video","captured",1
"video","charliekirk11",1
"video","cne",1
"video","cnn",1
"video","courtesy",1
"video","david",1
"video","davidfrum",1
"video","davidwohl",1
"video","demgovs",1
"video","denmark",1
"video","donald",1
"video","drrepstein",1
"video","emerges",1
"video","geraldorivera",1
"video","god",1
"video","gt",1
"video","guess",1
"video","ingraham",1
"video","iowa_trump",1
"video","ivankatrump",1
"video","jackietalknerdy",1
"video","janea2020",1
"video","jdangzalan",1
"video","jenny",1
"video","jewish",1
"video","jilevin",1
"video","jlgoldmankeen",1
"video","joenylaw",1
"video","jrubinblogger",1
"video","juliaswriter",1
"video","kampeas",1
"video","kapeciaresists",1
"video","kateleah",1
"video","katie",1
"video","kylegriffin1",1
"video","kyletrot",1
"video","lindseygrahamsc",1
"video","loop",1
"video","lynnwardmoore12",1
"video","melania",1
"video","miss",1
"video","mypresidentisadickbutilovehim",1
"video","nasties",1
"video","nbcnews",1
"video","nigel",1
"video","ninaturner",1
"video","nonsequitur20",1
"video","notaxation",1
"video","obamagate",1
"video","okienv",1
"video","omoi_vfx",1
"video","pete",1
"video","politico",1
"video","president",1
"video","roosevelt2017",1
"video","rumint79",1
"video","scorpio_19_72",1
"video","shipman96",1
"video","spike",1
"video","star",1
"video","stollmeyereu",1
"video","students",1
"video","susansarandon",1
"video","tbeto777",1
"video","telltale",1
"video","theawakening",1
"video","tlaib’s",1
"video","tonight's",1
"video","true",1
"video","trump's",1
"video","trump’s",1
"video","tyworley2",1
"video","usambdenmark",1
"video","virginia",1
"video","washingtonpost",1
"video","white",1
"video","y'all",1
"videos","bill",1
"videos","funny",1
"videos","mental",1
"vidya","games",1
"vidyut","sanjayuvacha",1
"vietnam","58,000",1
"vietnam","admired",1
"vietnam","calls",1
"vietnam","mexico",1
"vietnam","move",1
"vietnam","parscale",1
"vietnam","prissybritchez",1
"vietnam","vet",1
"vietnamese","woman",1
"vietthanhsports","trump",1
"view","2",1
"view","conserv8320",1
"view","florencecody4",1
"view","i’ll",1
"view","jowebsteraussie",1
"view","kylieatwood",1
"view","mcconnell",1
"view","obstructed",1
"view","putin",1
"view","realdonaldtrump",1
"view","seeking",1
"view","smh",1
"view","theresamarino7",1
"view","trump's",1
"view","tyswizzlee",1
"viewed","worldwide",1
"viewers","daily",1
"viewers","president",1
"viewers","trump",1
"viewership","subscription",1
"viewing","public",1
"views","alliances",1
"views","amp",1
"views","atrupar",1
"views","cenkuygur",1
"views","cramer",1
"views","democrats",1
"views","megalomaniacal",1
"views","mrjoncryer",1
"views","msnbc",1
"views","russia",1
"views","telecombarbie",1
"views","we’re",1
"viggo","mortensen",1
"vigilant","people",1
"vigilante","squadron",1
"vigilfordemocracy","votebluetosaveamerica",1
"vigorous","debate",1
"vigorously","ninaturner",1
"vigorously","oppose",1
"viii","degenerated",1
"vijaya","gadde",1
"vijaygovindan17","fair",1
"viking","charlatan",1
"viking","kylieatwood",1
"vikvega1","codybear0315",1
"vile","actions",1
"vile","anti",1
"vile","antisemites",1
"vile","antisemitic",1
"vile","antisemitism",1
"vile","bit",1
"vile","comments",1
"vile","dear",1
"vile","democrats",1
"vile","dont",1
"vile","fascist",1
"vile","ghouls",1
"vile","hate",1
"vile","hatred",1
"vile","hypocrite",1
"vile","lawyer",1
"vile","love",1
"vile","lying",1
"vile","manner",1
"vile","miller",1
"vile","narcissistic",1
"vile","person",1
"vile","piece",1
"vile","political",1
"vile","rapid",1
"vile","rhetoric",1
"vile","rules",1
"vile","shame",1
"vile","stain",1
"vile","statement",1
"vilence","countries",1
"vilified","hillary",1
"vilifiy","trump",1
"vilify","jews",1
"vilifying","obama",1
"vilifying","races",1
"village","idiots",1
"villagers","revolution",1
"villain","amytisd1",1
"villain","international",1
"villain","planning",1
"villain's","dumbest",1
"villains","1",1
"vimichaelkelly","coastalcndn",1
"vin2458","themazedog",1
"vinalnand","veritas_2016",1
"vince","macmahon",1
"vincegottalotta","vincenz42493578",1
"vincent_j_usa","galescheelar",1
"vincentjappi","prayingmedic",1
"vincenz42493578","kevin93527144",1
"vindicated","pakistan’s",1
"vindictive","bluster",1
"vindictive","crazy",1
"vindictive","imbecile",1
"vindictive","revenge",1
"vindictive","spirit",1
"vindictive","tweets",1
"vinelodge","kenwilcox17",1
"vinelodge","mikeputnamphoto",1
"vingnambiar","felybarra",1
"vinnyesparanza","totaluv2tweet",1
"vintage","jew",1
"violate","flores",1
"violate","twitters",1
"violated","cease",1
"violated","constitution's",1
"violated","nuke",1
"violated","stated",1
"violates","policy",1
"violating","federal",1
"violating","talkmedianews",1
"violating","twitter",1
"violations","amp",1
"violations","invading",1
"violator","disloyaltotrump",1
"violence","2",1
"violence","armed",1
"violence","bad",1
"violence","carnage",1
"violence","christian",1
"violence","committed",1
"violence","crimes",1
"violence","crisis",1
"violence","defames",1
"violence","dies",1
"violence","disappear",1
"violence","donnie",1
"violence","elpasoterroristattack",1
"violence","encouraged",1
"violence","gerdomdave",1
"violence","gopchairwoman",1
"violence","greenland",1
"violence","hate",1
"violence","hates",1
"violence","hodl",1
"violence","incitement",1
"violence","inciting",1
"violence","jfc",1
"violence","kids",1
"violence","kojima",1
"violence","likewise",1
"violence","pbs",1
"violence","promoting",1
"violence","proof",1
"violence","realdonaldtrump",1
"violence","reasons",1
"violence","scams",1
"violence","sexual",1
"violence","stop",1
"violence","that’s",1
"violence","trumpisawhitesupremacist",1
"violence","uproar23",1
"violence","worst",1
"violence","zackgianino",1
"violent","acts",1
"violent","anti",1
"violent","antisemitic",1
"violent","cchukudebelu",1
"violent","crime",1
"violent","criminals",1
"violent","enactment",1
"violent","evil",1
"violent","gun",1
"violent","hate",1
"violent","hatred",1
"violent","incidents",1
"violent","leftists",1
"violent","men’s",1
"violent","net",1
"violent","offenses",1
"violent","overthrow",1
"violent","plans",1
"violent","terrorist",1
"violent","thedemcoalition",1
"violent","vengeful",1
"violent","vicious",1
"violent","wacky",1
"violently","raped",1
"violently","raping",1
"violetirwin76","trump",1
"violetskyye","briebriejoy",1
"viper","searching",1
"viral","buddywinston",1
"viral","cnn",1
"viral","ilhanmn",1
"viral","news",1
"viral","outrage",1
"viral","plan",1
"viral","reuters",1
"virgin","realdonaldtrump",1
"virgin","tomorrow",1
"virginia","donald",1
"virginia","roberts",1
"virginia","stephenglahn",1
"virginia","walshfreedom",1
"virile","gutsy",1
"virksomhedernes","corporate",1
"virtual_joanne","shellyrkirchoff",1
"virtual_prof","real_defender",1
"virtually","shut",1
"virtually","unchecked",1
"virtue","gopchairwoman",1
"virtue","we’re",1
"virulent","antisemitism",1
"virulent","hatred",1
"virulent","racist",1
"virulently","anti",1
"virus","cruel",1
"virus","danrather",1
"virus","spread",1
"vis","china",1
"vis","trump",1
"visa","applicant",1
"visa","denial",1
"visa","rules",1
"visas","lawrence",1
"viscresponse","louagb",1
"vise","versa",1
"visgrrl","katzonearth",1
"vision","fuck",1
"vision","huffvhuff57",1
"vision","understanding",1
"visionary","thinking",1
"visit","1",1
"visit","1776stonewall",1
"visit","3",1
"visit","3morrow",1
"visit","add",1
"visit","amid",1
"visit","amyklobuchar",1
"visit","apparently",1
"visit","august",1
"visit","based",1
"visit","bcuz",1
"visit","becuase",1
"visit","bigant192",1
"visit","cnnpolitics",1
"visit","cuomoprimetime",1
"visit","dem",1
"visit","demark",1
"visit","diplopundit",1
"visit","epsilonfive",1
"visit","grandmother",1
"visit","greenland",1
"visit","indefinitely",1
"visit","key",1
"visit","laura",1
"visit","leading",1
"visit","lolita",1
"visit","lynnegoodwill3",1
"visit","mcfaul",1
"visit","michaelavenatti",1
"visit","michigan",1
"visit","moments",1
"visit","norway",1
"visit","pelosi",1
"visit","pp",1
"visit","prissybritchez",1
"visit","reaction",1
"visit","realdonaldtrump",1
"visit","rosie",1
"visit","socialstudysf",1
"visit","someday",1
"visit","takes",1
"visit","tedcruz",1
"visit","tyler_casper",1
"visit","usambdenmark",1
"visit","website",1
"visited","amp",1
"visited","epsteins",1
"visited","russia",1
"visited","trump's",1
"visiting","alt_uscbp",1
"visiting","indictmentduck",1
"visiting","jamestoupin",1
"visiting","jeremynewberger",1
"visiting","jerusalem",1
"visiting","jojoshaw4",1
"visiting","scaramucci",1
"visiting","trump",1
"visits","australia",1
"visits","denmark",1
"visits","dineshdsouza",1
"visits","i’d",1
"visits","whaling",1
"visuals","stellar",1
"vita1014","spx_one",1
"vital","health",1
"vital","importance",1
"vital","perspective",1
"vital","step",1
"vital","wickets",1
"vitostechkin","realdonaldtrump",1
"vitriol","silence",1
"vitriol","thrown",1
"vitriolic","anti",1
"vitter’s","personal",1
"viva","trump",1
"vive","le",1
"vivekagnihotri","sanjayuvacha",1
"vivmilano","velezusmc",1
"vixelpixen","repadamschiff",1
"vjhoff57","realdonaldtrump",1
"vjshordee444","theheat1984",1
"vlad","amp",1
"vlad","putin",1
"vlad's","plan",1
"vladdy","daddy",1
"vlademirputin1","presidentrussia",1
"vladimir","putin's",1
"vlady","loving",1
"vlcekelizabeth","kleister601",1
"vlcekelizabeth","love4thegameak",1
"vlongobardo","occupydemocrats",1
"vlsrn54","hfpnygiants",1
"vmsalama","cspan",1
"vmsalama","gtconway3d",1
"vnzla","chrissabatini",1
"vnzlan","people",1
"vo","realdonaldtrump",1
"vo","ye",1
"voa","report",1
"voanoticias","trump",1
"vocabulary","includes",1
"vocabulary","lesson",1
"vocabulary","lots",1
"vocal","critics",1
"vocal","minority",1
"vocal","supporter",1
"vocal","supporters",1
"vocal","trump",1
"vocally","silent",1
"vocals","hyunjin",1
"vocationalexper","johnjam29184340",1
"vocationalexper","whydonttheytell",1
"vociferous","condemnation",1
"vociferously","anti",1
"vodka","combined",1
"vodka","steaks",1
"vodka","trump’s",1
"voi","la",1
"voice","alexbolla814",1
"voice","assuming",1
"voice","banned",1
"voice","beat",1
"voice","cast",1
"voice","charliekirk11",1
"voice","isn’t",1
"voice","jrr20726577",1
"voice","literally",1
"voice","news",1
"voice","speaking",1
"voice","temper",1
"voice","trump2020",1
"voicechyk","thehill",1
"voiced","johnkorpi",1
"voiced","opinion",1
"voices","bidawifawzi",1
"voices","flibbleshexeyes",1
"voices","pres.trump",1
"voices","rise",1
"voices","stood",1
"voices","trump",1
"voicesofchange","krystalball",1
"void","essenviews",1
"voight","ty",1
"voight","voight",1
"voights","daughter",1
"voila","andrewhumes3",1
"voila","auspol",1
"voila","foreign",1
"voilentright","maga",1
"vol1","resulting",1
"volatile","due",1
"volatile","liquid",1
"volatile","situation",1
"volcker","rule",1
"voldemort","dbongino",1
"voldemort","neena",1
"volkswagen","ford",1
"volodymyr","zelensky",1
"volqx","botsentinel",1
"volt","battery",1
"volume","1",1
"volumes","realdonaldtrump",1
"voluntarily","dismissed",1
"voluntarily","forfeited",1
"voluntarily","leave",1
"voluntary","military",1
"volunteer","base",1
"volunteering","it’s",1
"vomit","abouttime1414",1
"vomit","donald",1
"vomit","sam_vinograd",1
"vomit","trump",1
"vomited","anti",1
"vonkronstadt","reporter",1
"vonniecalland","morandolph130",1
"vonnieshores","anthemrespect",1
"vonnieshores","lee_borden",1
"vonnieshores","richardusebio",1
"vonnieshores","schadetom",1
"vonnieshores","snowball1926",1
"voodoo","dolls",1
"vores","formand",1
"vos","enchantingly",1
"vos","stupidly",1
"vote","2020",1
"vote","52",1
"vote","alyssa_milano",1
"vote","anti",1
"vote","asharangappa_",1
"vote","automatically",1
"vote","bahaha",1
"vote","bariweiss",1
"vote","benefited",1
"vote","bettemidler",1
"vote","biden",1
"vote","billoreilly",1
"vote","bullshit",1
"vote","care",1
"vote","cathylovestrump",1
"vote","cdbrzezinski",1
"vote","centrist",1
"vote","changed",1
"vote","ciaspygirl",1
"vote","conservative",1
"vote","contests",1
"vote","cost",1
"vote","counted",1
"vote","cramer",1
"vote","d_dextra",1
"vote","data",1
"vote","democr",1
"vote","democrats",1
"vote","differential",1
"vote","directly",1
"vote","disgruntled",1
"vote","disloyal",1
"vote","diverted",1
"vote","donotmatthews",1
"vote","dudle",1
"vote","effort",1
"vote","en",1
"vote","ewarren",1
"vote","fine",1
"vote","george",1
"vote","geraldorivera",1
"vote","green",1
"vote","greenland",1
"vote","gun",1
"vote","howarda_esq",1
"vote","hurting",1
"vote","hus",1
"vote","ilhanmn",1
"vote","illegals",1
"vote","impeachtheracistrapist",1
"vote","it’s",1
"vote","jay",1
"vote","la",1
"vote","legally",1
"vote","lilradishn",1
"vote","lmao",1
"vote","lol",1
"vote","loser",1
"vote","maggienyt",1
"vote","manipulation",1
"vote","manlnthehoody",1
"vote","mass",1
"vote","matters",1
"vote","mcconnell",1
"vote","mineerdanny",1
"vote","missing",1
"vote","mollyjongfast",1
"vote","mrrabble",1
"vote","neera",1
"vote","nice",1
"vote","nightmareclan6",1
"vote","ocoltd1",1
"vote","participate",1
"vote","people",1
"vote","performance",1
"vote","poll",1
"vote","predicted",1
"vote","prisonplanet",1
"vote","progressive",1
"vote","realdonaldtrump",1
"vote","reblinx",1
"vote","redpak7",1
"vote","redstate",1
"vote","repadamschiff",1
"vote","repub",1
"vote","ryangirdusky",1
"vote","secupp",1
"vote","selling",1
"vote","shaming",1
"vote","she’s",1
"vote","short",1
"vote","smart",1
"vote","stollen",1
"vote","straight",1
"vote","switches",1
"vote","tedcruz",1
"vote","theandrewmeyer",1
"vote","thedemocrat2020",1
"vote","toddler",1
"vote","trump2020",1
"vote","voteberniesanders",1
"vote","watch",1
"vote","we’re",1
"vote","win",1
"vote","wins",1
"vote","yang",1
"vote2020","millreview",1
"vote2020","russia",1
"vote2020","trump's",1
"vote4","trump",1
"voteberniesanders","bernie2020",1
"voteblue","canadianprotest",1
